Nama Restoran,Jenis Makanan,Alamat,Harga,Rating,Timestamp,Kota,combined_features
Etera,Kafe,"Jl. Tebet Raya No. 73, Tebet, Jakarta Selatan",75000,4.2,2025-06-03 22:24:30.924207,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Boens Soes,Toko Kue,"Jl. Kelapa Kopyor Raya Blok M1 No. 1, Kelapa Gading, Jakarta Utara",50000,4.22,2025-06-03 22:24:31.192075,Jakarta Utara,Toko Kue Toko Kue Jakarta Utara
PAUL,Kafe,"Pacific Place Mall, Lantai Ground, South Lobby
Jl. Jenderal Sudirman, SCBD, Kebayoran Baru, Jakarta Selatan",150000,4.07,2025-06-03 22:24:31.459052,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Sir Loin,Barat,"Jl. Bumi No. 20, Blok M, Kebayoran Baru, Jakarta Selatan",200000,4.15,2025-06-03 22:24:31.613071,Jakarta Selatan,Barat Barat Jakarta Selatan
Vivoli Gelato,Es Krim,"Ruko Crown Golf, Blok D No. 37, Bukit Golf Mediterania
Jl. Marina Indah Raya, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",50000,4.14,2025-06-03 22:24:31.875111,Jakarta Utara,Es Krim Es Krim Jakarta Utara
Harlan  Holden Because Coffee,Kafe,"Plaza Indonesia, Lantai 2
Jl. MH Thamrin, Thamrin, Jakarta Pusat",75000,4.1,2025-06-03 22:24:35.576548,Jakarta Pusat,Kafe Kafe Jakarta Pusat
The Pancake Co by DORE,Kafe,"Hublife, Lantai Ground
Jl. Tanjung Duren Timur No. 2, Tanjung Duren, Jakarta Barat",150000,4.31,2025-06-03 22:24:35.822893,Jakarta Barat,Kafe Kafe Jakarta Barat
Bacha Coffee,Kafe,"Plaza Senayan, Lantai Ground
Jl. Asia Afrika, Senayan, Jakarta Selatan",150000,4.36,2025-06-03 22:24:36.072986,Jakarta Selatan,Kafe Kafe Jakarta Selatan
SATURDAYS,Kafe,"Lotte Mall Jakarta, Lantai 1
Jl. Prof Dr Satrio, Karet Kuningan, Setiabudi, Jakarta Selatan",75000,4.14,2025-06-03 22:24:36.334008,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Upstairs Coffee Signature,Kafe,"Jl. Kembang Kerep No. 21, Puri, Jakarta Barat",75000,4.07,2025-06-03 22:24:36.600782,Jakarta Barat,Kafe Kafe Jakarta Barat
La Pattisserie  Four Seasons Hotel,Toko Kue,"Four Seasons Hotel, Lantai Lobby
Jl. Gatot Subroto Kav. 18, Gatot Subroto, Jakarta Selatan",150000,4.64,2025-06-03 22:24:36.883160,Jakarta Selatan,Toko Kue Toko Kue Jakarta Selatan
Kopikalyan,Kafe,"Jl. Teuku Cik Ditiro No. 38, Menteng, Jakarta Pusat",75000,4.23,2025-06-03 22:24:37.137030,Jakarta Pusat,Kafe Kafe Jakarta Pusat
Sumibi,Jepang,"1 Park Residence, Unit 3, Lantai Ground
Jl. Kyai Moh. Syafii Hadzami No. 1, Gandaria, Jakarta Selatan",200000,4.15,2025-06-03 22:24:37.325812,Jakarta Selatan,Jepang Jepang Jakarta Selatan
Seribu Rasa,Indonesia,"Plaza Indonesia, Lantai 4
Jl. MH Thamrin, Thamrin, Jakarta Pusat",150000,4.17,2025-06-03 22:24:37.460705,Jakarta Pusat,Indonesia Indonesia Jakarta Pusat
Cold Moo,Es Krim,"Ruko Darmawangsa Square, No. 20
Jl. Darmawangsa VI, Darmawangsa, Kebayoran Baru, Jakarta Selatan",50000,4.08,2025-06-03 22:24:37.528281,Jakarta Selatan,Es Krim Es Krim Jakarta Selatan
Kappa Sushi,Jepang,"Central Park, Lantai Lower Ground
Jl. Letjen S. Parman, Slipi, Jakarta Barat",200000,4.14,2025-06-03 22:24:37.709116,Jakarta Barat,Jepang Jepang Jakarta Barat
Minq Bar  Lounge,Lounge,"Jl. Suryo No. 36, Senopati, Kebayoran Baru, Jakarta Selatan",150000,4.18,2025-06-03 22:24:37.944805,Jakarta Selatan,Lounge Lounge Jakarta Selatan
Sushiro,Jepang,"Pondok Indah Mall 1, Lantai 1
Jl. Metro Pondok Indah, Pondok Indah, Jakarta Selatan",150000,4.24,2025-06-03 22:24:41.597575,Jakarta Selatan,Jepang Jepang Jakarta Selatan
Amertha Warung Coffee,Indonesia,"Jl. Bumi No. 18, Blok M, Kebayoran Baru, Jakarta Selatan",75000,4.26,2025-06-03 22:24:41.860611,Jakarta Selatan,Indonesia Indonesia Jakarta Selatan
Indoguna Gourmet,Barat,"Jl. Cipaku I No. 11, Senopati, Kebayoran Baru, Jakarta Selatan",150000,4.18,2025-06-03 22:24:42.112309,Jakarta Selatan,Barat Barat Jakarta Selatan
Saigon Delight,Vietnam,"Pondok Indah Mall 1, Street Gallery, Lantai Ground
Jl. Metro Pondok Indah, Pondok Indah, Jakarta Selatan",150000,4.3,2025-06-03 22:24:42.348580,Jakarta Selatan,Vietnam Vietnam Jakarta Selatan
Lunas Doughnuts,Donat,"Mal Kelapa Gading 5, Lantai 3
Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",50000,4.2,2025-06-03 22:24:42.595104,Jakarta Utara,Donat Donat Jakarta Utara
LOF Coffee  Tea,Kafe,"Jl. Haji Junaedi No. 2A, Fatmawati, Jakarta Selatan",75000,4.17,2025-06-03 22:24:42.868542,Jakarta Selatan,Kafe Kafe Jakarta Selatan
CROCO by Monsieur Spoon,Kafe,"AEON Mall Tanjung Barat, Lantai Ground
Jl. Raya Tanjung Barat No. 163, Jagakarsa, Jakarta Selatan",150000,4.5,2025-06-03 22:24:43.126651,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Daun Muda Soulfood by Andrea Peresthu,Indonesia,"Jl. Wolter Monginsidi No. 2A, Senopati, Kebayoran Baru, Jakarta Selatan",150000,4.14,2025-06-03 22:24:43.389235,Jakarta Selatan,Indonesia Indonesia Jakarta Selatan
7AM Bakers,"Toko Roti dan Kue,Kafe","Senayan City, Lantai Lower Ground, Crystal Lagoon
Jl. Asia Afrika, Senayan, Jakarta Selatan",150000,4.2,2025-06-03 22:24:43.673937,Jakarta Selatan,"Toko Roti dan Kue,Kafe Toko Roti dan Kue,Kafe Jakarta Selatan"
Futago Ya,Jepang,"Jl. Sultan Hasanudin Dalam No. 24, Blok M, Kebayoran Baru, Jakarta Selatan",75000,4.08,2025-06-03 22:24:43.968230,Jakarta Selatan,Jepang Jepang Jakarta Selatan
Djournal Coffee,Kafe,"Pacific Place Mall, Lantai 1
Jl. Jenderal Sudirman, SCBD, Kebayoran Baru, Jakarta Selatan",75000,4.11,2025-06-03 22:24:44.241890,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Ikkudo Ichi,Jepang,"Ruko Crown Golf, Blok D No. 2 - 3, Bukit Golf Mediterania
Jl. Marina Indah Raya, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",75000,4.07,2025-06-03 22:24:44.499306,Jakarta Utara,Jepang Jepang Jakarta Utara
Kissa Cafe,Jepang,"Grand Indonesia Mall, Lantai Ground, East Mall, Shinta Lobby
Jl. MH Thamrin, Thamrin, Jakarta Pusat",150000,4.2,2025-06-03 22:24:48.245069,Jakarta Pusat,Jepang Jepang Jakarta Pusat
Sudestada,Argentina,"Jl. Biliton No. 15, Menteng, Jakarta Pusat",200000,4.09,2025-06-03 22:24:48.508872,Jakarta Pusat,Argentina Argentina Jakarta Pusat
Linds Ice Cream,Kafe,"Ruko Gading Batavia, Blok LC9 No. 33
Jl. Gading Batavia Raya, Kelapa Gading, Jakarta Utara",75000,4.04,2025-06-03 22:24:48.776382,Jakarta Utara,Kafe Kafe Jakarta Utara
Sushi Tei,Jepang,"Central Park, Lantai 1
Jl. Letjen S. Parman, Slipi, Jakarta Barat",150000,4.03,2025-06-03 22:24:49.032463,Jakarta Barat,Jepang Jepang Jakarta Barat
Maison du GIOI,"Barat,Indonesia","Jl. Senopati No. 88, Senopati, Kebayoran Baru, Jakarta Selatan",200000,4.08,2025-06-03 22:24:49.296038,Jakarta Selatan,"Barat,Indonesia Barat,Indonesia Jakarta Selatan"
Noodle King,Korea,"Lotte Mall Jakarta, Lantai 3
Jl. Prof Dr Satrio, Karet Kuningan, Setiabudi, Jakarta Selatan",150000,4.03,2025-06-03 22:24:49.564586,Jakarta Selatan,Korea Korea Jakarta Selatan
Mlinjo Cafe  Resto,Indonesia,"Jl. Kemuning No. 50, Tomang, Jakarta Barat",75000,4.09,2025-06-03 22:24:49.825189,Jakarta Barat,Indonesia Indonesia Jakarta Barat
Liberta Kitchen  Bar,Italia,"Apartemen Pavilion Sudirman, Lantai Ground
Jl. KH Mas Mansyur, Tanah Abang, Jakarta Pusat",200000,4.16,2025-06-03 22:24:50.094623,Jakarta Pusat,Italia Italia Jakarta Pusat
Bubur Cap Tiger,China,"Jl. Cikajang No. 34A, Senopati, Kebayoran Baru, Jakarta Selatan",75000,4.13,2025-06-03 22:24:50.353114,Jakarta Selatan,China China Jakarta Selatan
Soto Betawi H Mamat,Indonesia,"Jl. Mandala Raya No. 10, Tomang, Jakarta Barat",50000,4.2,2025-06-03 22:24:50.612736,Jakarta Barat,Indonesia Indonesia Jakarta Barat
Layar Seafood,Indonesia,"Jl. Pesanggrahan No. 80, Puri, Jakarta Barat",150000,4.06,2025-06-03 22:24:50.874785,Jakarta Barat,Indonesia Indonesia Jakarta Barat
Say Something Coffee,Kafe,"Ruko Grand Aries Niaga, Blok G1 No. 2O
Jl. Taman Aries, Meruya, Jakarta Barat",50000,4.05,2025-06-03 22:24:51.139813,Jakarta Barat,Kafe Kafe Jakarta Barat
Six Ounces Coffee,Kafe,"Jl. Panglima Polim IX No. 93, Panglima Polim, Kebayoran Baru, Jakarta Selatan",150000,4.06,2025-06-03 22:24:54.823784,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Plataran,Indonesia,"Jl. Darmawangsa Raya No. 6, Darmawangsa, Kebayoran Baru, Jakarta Selatan",200000,4.32,2025-06-03 22:24:55.084064,Jakarta Selatan,Indonesia Indonesia Jakarta Selatan
Jiwa Toast,Barat,"Jl. Danau Sunter Utara Blok C1 No. 7, Sunter, Jakarta Utara",50000,4.26,2025-06-03 22:24:55.355054,Jakarta Utara,Barat Barat Jakarta Utara
Lazy Boss,Kafe,"Jl. Pelepah Elok I Blok QA2 No. 6, Kelapa Gading, Jakarta Utara",75000,4.14,2025-06-03 22:24:55.623321,Jakarta Utara,Kafe Kafe Jakarta Utara
Fountain Lounge  Grand Hyatt Jakarta,"Lounge, Bar, & Club","Grand Hyatt Jakarta, Lantai Mezzanine
Jl. MH Thamrin Kav. 28 - 30, Thamrin, Jakarta Pusat",200000,4.19,2025-06-03 22:24:55.888058,Jakarta Pusat,"Lounge, Bar, & Club Lounge, Bar, & Club Jakarta Pusat"
Kedai Seni Djakarte,Kafe,"Taman Fatahillah
Jl. Pintu Besar Utara No. 17, Kota, Jakarta Barat",50000,4.14,2025-06-03 22:24:56.150981,Jakarta Barat,Kafe Kafe Jakarta Barat
Toko Kopi Tuku,Minuman,"Pasar Santa, Lantai Dasar
Jl. Cipaku I, Senopati, Kebayoran Baru, Jakarta Selatan",50000,4.01,2025-06-03 22:24:56.415622,Jakarta Selatan,Minuman Minuman Jakarta Selatan
Shaburi  Kintan Buffet,Jepang,"Pondok Indah Mall 3, Lantai 1
Jl. Metro Pondok Indah, Pondok Indah, Jakarta Selatan",200000,4.15,2025-06-03 22:24:56.682610,Jakarta Selatan,Jepang Jepang Jakarta Selatan
Golden Sense International Restaurant,China,"Mangga Dua Square, Lantai 5B
Jl. Gunung Sahari No. 1, Mangga Dua, Jakarta Utara",150000,4.06,2025-06-03 22:24:56.941303,Jakarta Utara,China China Jakarta Utara
Hoki Kitchen,China,"Ruko Mall of Indonesia, Blok B No. 35
Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta Utara",75000,4.1,2025-06-03 22:24:57.175665,Jakarta Utara,China China Jakarta Utara
Pearl  Hotel JW Marriott,China,"Hotel JW Marriott, Lantai Upper Ground, Kawasan Mega Kuningan
Jl. Dr. Ide Anak Agung Gde Agung, Kuningan, Jakarta Selatan",200000,4.2,2025-06-03 22:24:57.413414,Jakarta Selatan,China China Jakarta Selatan
Portos,"Toko Roti dan Kue,Dessert","Jl. Niaga III Blok Z1 Timur No. 8, Muara Karang, Penjaringan, Jakarta Utara",75000,4.64,2025-06-03 22:24:57.673018,Jakarta Utara,"Toko Roti dan Kue,Dessert Toko Roti dan Kue,Dessert Jakarta Utara"
Kedai Gentong,Es Krim,"Ruko Sunter Paradise, Blok R No. 41
Jl. Danau Sunter Utara, Sunter, Jakarta Utara",50000,4.16,2025-06-03 22:25:01.465098,Jakarta Utara,Es Krim Es Krim Jakarta Utara
House 89 Restaurant  Cafe,Kafe,"Jl. Tanjung Duren Barat IV No. 1, Tanjung Duren, Jakarta Barat",75000,4.33,2025-06-03 22:25:01.730990,Jakarta Barat,Kafe Kafe Jakarta Barat
Supergrain,Kafe,"Central Park, Lantai Lower Ground
Jl. Letjen S. Parman, Slipi, Jakarta Barat",150000,4.38,2025-06-03 22:25:01.980917,Jakarta Barat,Kafe Kafe Jakarta Barat
Sugakiya,Jepang,"Kota Kasablanka, Lantai Lower Ground
Jl. Casablanca Raya, Tebet, Jakarta Selatan",50000,4.1,2025-06-03 22:25:02.256213,Jakarta Selatan,Jepang Jepang Jakarta Selatan
Kembang Kawung,Indonesia,"Jl. Kelapa Hibrida Raya Blok RB1 No. 29B, Kelapa Gading, Jakarta Utara",75000,4.12,2025-06-03 22:25:02.524179,Jakarta Utara,Indonesia Indonesia Jakarta Utara
Harum Manis,Indonesia,"Apartemen Pavilion Sudirman, Lantai Ground
Jl. KH Mas Mansyur, Tanah Abang, Jakarta Pusat",200000,4.12,2025-06-03 22:25:02.780663,Jakarta Pusat,Indonesia Indonesia Jakarta Pusat
Asia  Hotel The Ritz Carlton Mega Kuningan,"China, Barat, Indonesia, Jepang","Hotel The Ritz Carlton Mega Kuningan, Lantai Ground, Kawasan Mega Kuningan
Jl. Dr. Ide Anak Agung Gde Agung No. 1, Kuningan, Jakarta Selatan",200000,4.11,2025-06-03 22:25:03.052959,Jakarta Selatan,"China, Barat, Indonesia, Jepang China, Barat, Indonesia, Jepang Jakarta Selatan"
House of Brooklyn,Kafe,"Pacific Place Mall, Lantai 3
Jl. Jenderal Sudirman, SCBD, Kebayoran Baru, Jakarta Selatan",150000,4.11,2025-06-03 22:25:03.314581,Jakarta Selatan,Kafe Kafe Jakarta Selatan
By Anind,Jepang,"Jl. Duren Tiga Indah V Blok I No. 9, Pancoran, Jakarta Selatan",75000,4.13,2025-06-03 22:25:03.578241,Jakarta Selatan,Jepang Jepang Jakarta Selatan
LEMONDISCOFISH,Kafe,"Jl. Kemang Selatan I No. 8, Kemang, Jakarta Selatan",50000,4.03,2025-06-03 22:25:03.846688,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Tomoro Coffee,Kafe,"Jl. Danau Sunter Utara No. 3A, Sunter, Jakarta Utara",50000,4.4,2025-06-03 22:25:04.115879,Jakarta Utara,Kafe Kafe Jakarta Utara
December Coffee,Kafe,"Citra Garden City, Sunset Avenue, Sunset Strip, No. 36
Jl. Citra Garden 8, Kalideres, Jakarta Barat",75000,4.22,2025-06-03 22:25:04.379662,Jakarta Barat,Kafe Kafe Jakarta Barat
Espresso Embassy Coffee Roasters,Kafe,"Jl. Raya Kebayoran Lama No. 8A, Kebayoran Lama, Jakarta Selatan",75000,4.75,2025-06-03 22:25:08.054122,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Sedjuk Bakmi  Kopi,Kafe,"Jl. Pejaten Barat II No. 23A, Pasar Minggu, Jakarta Selatan",75000,4.4,2025-06-03 22:25:08.314031,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Katsukita,Jepang,"Pondok Indah Mall 1, Lantai 2
Jl. Metro Pondok Indah, Pondok Indah, Jakarta Selatan",150000,4.5,2025-06-03 22:25:08.553807,Jakarta Selatan,Jepang Jepang Jakarta Selatan
Bali Timbungan,Indonesia,"Gedung Sarinah, Lantai Ground
Jl. MH Thamrin, Thamrin, Jakarta Pusat",75000,4.23,2025-06-03 22:25:08.815724,Jakarta Pusat,Indonesia Indonesia Jakarta Pusat
Bijin Nabe,Jepang,"Pondok Indah Mall 3, Lantai 1
Jl. Metro Pondok Indah, Pondok Indah, Jakarta Selatan",150000,4.25,2025-06-03 22:25:09.068658,Jakarta Selatan,Jepang Jepang Jakarta Selatan
Ramen SeiRockYa,Jepang,"Puri Indah Mall, Lantai 2
Jl. Puri Indah Raya, Puri, Jakarta Barat",75000,4.15,2025-06-03 22:25:09.322517,Jakarta Barat,Jepang Jepang Jakarta Barat
Kopi Nako,Kafe,"Senayan Park Mall, Lantai Ground
Jl. Gerbang Pemuda No. 3, Senayan, Jakarta Selatan",75000,4.13,2025-06-03 22:25:09.580651,Jakarta Selatan,Kafe Kafe Jakarta Selatan
BitterSweet by Najla,Kafe,"Jl. Kalibata Timur Raya No. 31, Kalibata, Jakarta Selatan",75000,4.05,2025-06-03 22:25:09.811740,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Manggar Resto,Indonesia,"Sere Manis Building, Lantai 2
Jl. Kebon Sirih, Menteng, Jakarta Pusat",150000,4.31,2025-06-03 22:25:10.066228,Jakarta Pusat,Indonesia Indonesia Jakarta Pusat
Umaqita,Indonesia,"Ruko Beach Theme Park, Blok D No. 58 - 59
Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",75000,4.13,2025-06-03 22:25:10.310493,Jakarta Utara,Indonesia Indonesia Jakarta Utara
Mineko,"Es Krim,Minuman","Jl. Gading Kirana Timur IX Blok D6 No. 33, Kelapa Gading, Jakarta Utara",50000,4.2,2025-06-03 22:25:10.575780,Jakarta Utara,"Es Krim,Minuman Es Krim,Minuman Jakarta Utara"
RM Pallubasa Serigala,Indonesia,"Jl. Boulevard Raya Blok I4 No. 6, Kelapa Gading, Jakarta Utara",50000,4.14,2025-06-03 22:25:10.845792,Jakarta Utara,Indonesia Indonesia Jakarta Utara
Chief Coffee,Kafe,"Jl. Ciragil I No. 11, Senopati, Kebayoran Baru, Jakarta Selatan",75000,4.06,2025-06-03 22:25:14.779240,Jakarta Selatan,Kafe Kafe Jakarta Selatan
CorkScrew,Barat,"Plaza Indonesia, Lantai 1
Jl. MH Thamrin, Thamrin, Jakarta Pusat",150000,4.09,2025-06-03 22:25:15.319232,Jakarta Pusat,Barat Barat Jakarta Pusat
Dapua Restaurant  Balairung Hotel,"Indonesia, Barat","Balairung Hotel, Lantai 1
Jl. Matraman Raya No. 19, Matraman, Jakarta Timur",75000,4.46,2025-06-03 22:25:15.584014,Jakarta Timur,"Indonesia, Barat Indonesia, Barat Jakarta Timur"
PUTIEN,China,"Neo Soho Mall, Lantai Upper Ground
Jl. Letjen S. Parman, Slipi, Jakarta Barat",150000,4.07,2025-06-03 22:25:15.845651,Jakarta Barat,China China Jakarta Barat
Starbucks,Kafe,"Setiabudi One, Lantai Ground
Jl. HR Rasuna Said, Setiabudi, Jakarta Selatan",75000,4.1,2025-06-03 22:25:16.090860,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Toko Kopi Tuku,Kafe,"Jl. Bintaro Taman Barat Blok J1 No. 1 (Bintaro Sektor 1), Bintaro, Jakarta Selatan",50000,4.13,2025-06-03 22:25:16.345055,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Dragon Hot Pot,China,"Ruko Beach Theme Park, Blok E No. 170 & 172
Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",150000,4.33,2025-06-03 22:25:16.600826,Jakarta Utara,China China Jakarta Utara
Naked Papa,Kafe,"Apartemen Aerium
Jl. Pulau Melintang, Puri, Jakarta Barat",75000,4.1,2025-06-03 22:25:16.872565,Jakarta Barat,Kafe Kafe Jakarta Barat
Kopi Kenangan,Kafe,"Rumah Kenangan
Jl. Senopati No. 33, Senopati, Kebayoran Baru, Jakarta Selatan",50000,4.31,2025-06-03 22:25:17.145794,Jakarta Selatan,Kafe Kafe Jakarta Selatan
Eight Treasures,China,"Pacific Place Mall, Lantai Ground
Jl. Jenderal Sudirman, SCBD, Kebayoran Baru, Jakarta Selatan",200000,4.36,2025-06-03 22:25:17.421787,Jakarta Selatan,China China Jakarta Selatan
Kimukatsu,Jepang,"Gandaria City, Lantai Ground, Mainstreet Dining
Jl. Sultan Iskandar Muda, Gandaria, Jakarta Selatan",75000,4.14,2025-06-03 22:25:21.116437,Jakarta Selatan,Jepang Jepang Jakarta Selatan
Onni House,Kafe,"Jl. Tanjung Duren Utara V No. 242, Tanjung Duren, Jakarta Barat",75000,4.0,2025-06-03 22:25:21.377504,Jakarta Barat,Kafe Kafe Jakarta Barat
Chong Qing Hot Pot,China,"Pondok Indah Mall 3, Lantai 2
Jl. Metro Pondok Indah, Pondok Indah, Jakarta Selatan",200000,4.53,2025-06-03 22:25:21.654298,Jakarta Selatan,China China Jakarta Selatan
Bulgogi Yaa,Korea,"The View Building, Lantai 2
Jl. Pahlawan Revolusi No. 5, Pondok Bambu, Jakarta Timur",150000,4.5,2025-06-03 22:25:21.930587,Jakarta Timur,Korea Korea Jakarta Timur
Marutama Ramen,Jepang,"Mall of Indonesia, Lantai 2, Dotonbori Foodtown
Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta Utara",150000,4.12,2025-06-03 22:25:22.197994,Jakarta Utara,Jepang Jepang Jakarta Utara
Imperial Shanghai La Mian Xiao Long Bao,China,"Plaza Indonesia, Lantai 1
Jl. MH Thamrin, Thamrin, Jakarta Pusat",150000,4.07,2025-06-03 22:25:22.451386,Jakarta Pusat,China China Jakarta Pusat
Hakata Ikkousha,Jepang,"Plaza Indonesia, Lantai Basement
Jl. MH Thamrin, Thamrin, Jakarta Pusat",75000,4.11,2025-06-03 22:25:22.723087,Jakarta Pusat,Jepang Jepang Jakarta Pusat
Swanie Ice Cream  Pastries,Es Krim,"Jl. Pelepah Kuning II Blok WX2 No. 1, Kelapa Gading, Jakarta Utara",50000,4.14,2025-06-03 22:25:22.997361,Jakarta Utara,Es Krim Es Krim Jakarta Utara
Pizza Marzano,Italia,"Kota Kasablanka, Lantai Ground, Food Society
Jl. Casablanca Raya, Tebet, Jakarta Selatan",150000,4.15,2025-06-03 22:25:23.248998,Jakarta Selatan,Italia Italia Jakarta Selatan
Maxx Coffee,Kafe,"Jl. Boulevard Raya Blok LB3 No. 1 - 2, Kelapa Gading, Jakarta Utara",50000,4.25,2025-06-03 22:25:23.532730,Jakarta Utara,Kafe Kafe Jakarta Utara
Numani Gelato  Coffee,Kafe,"Ruko Grand Aries Niaga, Blok G1 No. 1T
Jl. Taman Aries, Meruya, Jakarta Barat",50000,4.6,2025-06-03 22:25:23.792975,Jakarta Barat,Kafe Kafe Jakarta Barat
Seroeni,China,"Plaza Senayan, Lantai 3
Jl. Asia Afrika, Senayan, Jakarta Selatan",75000,4.1,2025-06-03 22:25:24.067378,Jakarta Selatan,China China Jakarta Selatan
Venchi,"Cokelat,Es Krim","Plaza Indonesia, Lantai 1
Jl. MH Thamrin, Thamrin, Jakarta Pusat",150000,4.08,2025-06-03 22:25:27.835365,Jakarta Pusat,"Cokelat,Es Krim Cokelat,Es Krim Jakarta Pusat"
Lady Eve Patisserie,Toko Kue,"Jl. Terogong Raya No. 29, Pondok Indah, Jakarta Selatan",150000,4.32,2025-06-03 22:25:28.087985,Jakarta Selatan,Toko Kue Toko Kue Jakarta Selatan
RM Pagi Sore,Indonesia,"Jl. Dr. Saharjo No. 232, Tebet, Jakarta Selatan",75000,4.26,2025-06-03 22:25:28.344537,Jakarta Selatan,Indonesia Indonesia Jakarta Selatan
Bermvda Coffee,Kafe,"Central Park, Tribeca Park, Lantai Ground
Jl. Letjen S. Parman, Slipi, Jakarta Barat",150000,4.08,2025-06-03 22:25:28.614230,Jakarta Barat,Kafe Kafe Jakarta Barat
Sushi Tei,Jepang,"Grand Indonesia Mall, Lantai Lower Ground, West Mall
Jl. MH Thamrin, Thamrin, Jakarta Pusat",150000,4.01,2025-06-03 22:25:28.862779,Jakarta Pusat,Jepang Jepang Jakarta Pusat
Fujin Teppanyaki  Japanese Whisky,Jepang,"Jl. Gunawarman No. 21, Senopati, Kebayoran Baru, Jakarta Selatan",200000,4.08,2025-06-03 22:25:29.115200,Jakarta Selatan,Jepang Jepang Jakarta Selatan
Sushi Matsu,Jepang,"Jl. Adityawarman No. 43, Melawai, Kebayoran Baru, Jakarta Selatan",150000,4.12,2025-06-03 22:25:29.381988,Jakarta Selatan,Jepang Jepang Jakarta Selatan
Fire Pot,China,"PIK Avenue, Lantai 1
Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",200000,4.14,2025-06-03 22:25:29.633604,Jakarta Utara,China China Jakarta Utara
Rose Garden,China,"Graha Indramas, Lantai 3
Jl. KS. Tubun Raya No. 77, Slipi, Jakarta Barat",150000,4.14,2025-06-03 22:25:29.903214,Jakarta Barat,China China Jakarta Barat
Foek Lam Restaurant,China,"Central Park, Lantai Lower Ground
Jl. Letjen S. Parman, Slipi, Jakarta Barat",150000,4.16,2025-06-03 22:25:30.155942,Jakarta Barat,China China Jakarta Barat
Udupi Delicious,India,"Taman Kemayoran Condominium, Tower Flamboyan, Lantai Ground
Jl. Benyamin Sueb, Kemayoran, Jakarta Pusat",75000,4.25,2025-06-03 22:25:30.420934,Jakarta Pusat,India India Jakarta Pusat
Seoul Bakeshop,"Toko Roti dan Kue,Kafe","Graha Vortexa, Lantai 3
Jl. Arwana No. 38, Penjaringan, Jakarta Utara",50000,4.29,2025-06-03 22:25:30.693641,Jakarta Utara,"Toko Roti dan Kue,Kafe Toko Roti dan Kue,Kafe Jakarta Utara"
Demore Bakehouse,Kafe,"Jl. Kelapa Kopyor Raya Blok CE2 No. 5, Kelapa Gading, Jakarta Utara",150000,4.27,2025-06-03 22:25:34.359552,Jakarta Utara,Kafe Kafe Jakarta Utara
Tomoro Coffee,Kafe,"Halte Transjakarta Bundaran HI
Jl. MH Thamrin, Thamrin, Jakarta Pusat",50000,4.25,2025-06-03 22:25:34.629754,Jakarta Pusat,Kafe Kafe Jakarta Pusat
Kupa Kopi,Kafe,"Metro Sunter Plaza, Lantai Ground
Jl. Danau Sunter Utara, Sunter, Jakarta Utara",50000,4.25,2025-06-03 22:25:34.909422,Jakarta Utara,Kafe Kafe Jakarta Utara
Dancing Goat Coffee Co,Kafe,"Ruko Grand Puri Niaga, Blok K6 No. 2P
Jl. Puri Kencana Raya, Puri, Jakarta Barat",75000,4.06,2025-06-03 22:25:35.168613,Jakarta Barat,Kafe Kafe Jakarta Barat
Leten by Paradise Dynasty,China,"Pondok Indah Mall 3, Lantai 3
Jl. Metro Pondok Indah, Pondok Indah, Jakarta Selatan",150000,4.43,2025-06-03 22:25:35.424276,Jakarta Selatan,China China Jakarta Selatan
Baia Nonna,Singapura,"Grand Indonesia Mall, Lantai Lower Ground, East Mall
Jl. MH Thamrin, Thamrin, Jakarta Pusat",75000,4.13,2025-06-03 22:25:35.685961,Jakarta Pusat,Singapura Singapura Jakarta Pusat
Supper,Barat,"Jl. Cipete Raya No. 65, Fatmawati, Jakarta Selatan",75000,4.13,2025-06-03 22:25:35.954143,Jakarta Selatan,Barat Barat Jakarta Selatan
Winglok Hongkong Dimsum,China,"Jl. Tebet Barat Dalam Raya No. 49, Tebet, Jakarta Selatan",75000,4.31,2025-06-03 22:25:36.209334,Jakarta Selatan,China China Jakarta Selatan
